altitude,velocity,vertical_speed,horizontal_speed,pitch_angle,roll_angle,yaw_angle,g_force,fuel_level,engine_status,wind_speed,visibility,crash
1872.7005942368125,287.67857660247904,-438.0212036600824,149.66462104925915,-20.63888157345381,-30.96049316974176,-26.514983269908033,3.330880728874676,60.11150117432088,1.0,1.2350696577481468,9.699098521619943,1
4162.213204002109,103.08477766956904,-2363.612614775148,45.85112746335845,-11.745465422427735,2.228078846901404,-4.0832988814730555,0.4561457009902097,61.18528947223795,1.0,17.52867891211309,3.663618432936917,0
2280.3499210851796,246.2939903482534,-2301.141762445741,128.5586096034029,5.544874131722551,-40.81946285520021,6.452691114086299,-0.14737938156354236,6.505159298527952,1.0,57.93792198447356,8.08397348116461,1
1523.0688458668535,74.41802850159597,-605.1844072074509,110.03812343490033,-22.67770590931327,-0.4340780899856824,-27.936688733086896,3.5466020103939107,25.87799816000169,1.0,18.702664565364657,5.200680211778108,0
2733.5513967163984,96.21361388138176,393.54619717595506,193.78320584027864,26.36993649385135,35.5344615384884,5.873998728665107,3.6093711751155837,8.84925020519195,1.0,2.713637334632284,3.2533033076326436,1
1943.38644844741,117.83725794347397,-99.41871796824717,89.18833167339731,-13.143929418757153,3.842647484242363,-21.54454650151424,3.010984903770199,7.455064367977082,1.0,46.334686157799446,1.987156815341724,1
27.610585618011996,253.86535711370854,-525.9992965333399,182.25179201024682,16.276220801156747,-38.33598134393187,-8.492056287343644,-0.42065470237435143,86.31034258755935,1.0,19.85388149115895,0.6355835028602363,1
1554.911608578311,131.29583050668674,-446.3783758167756,159.38936783880328,23.23276455457959,-2.5006567354245632,-22.8243452437019,2.566223936114975,76.07850486168974,1.0,46.25803079727366,4.937955963643907,0
2613.6641469099704,156.8852545896374,-2911.033056395667,26.972856748326112,-28.114248858795946,12.276937013740238,-11.1386411354204,1.542853455823514,90.7566473926093,1.0,24.622975382137785,7.555511385430487,0
1143.9908274581123,69.24497745719825,-1985.8699148018118,40.3053218135011,25.78185914055438,27.730834160797528,8.004225390625407,3.357302950938589,80.36720768991145,1.0,53.553539909398665,5.393422419156507,1
4037.2007758203126,274.02282498087334,-1886.9878375984765,27.51298113191919,-16.323890247483497,-6.560299023636929,19.080885955349586,3.3036529162817168,0.6952130531190703,1.0,25.04466018892674,2.2210781047073027,1
599.326836668414,134.403792850907,300.1839636938171,80.8007330051888,1.1274373046019655,18.27170630056601,-8.182223857242363,3.8589104136048036,96.24472949421113,1.0,29.834910353543126,3.0087830981676964,0
1424.202471887338,59.2217368386332,-866.524831070361,125.66975580721537,-26.91127492500064,-19.92181821870497,24.495953157999224,0.197809453334862,14.48948720912231,1.0,59.13902724663604,2.4205527151150044,0
3360.6777370293926,240.4049038321794,-2168.2685960266012,182.05408715296488,-7.933012036844808,11.907524753422152,8.011782645653682,1.6788734203737925,9.02897700544083,1.0,19.24680389830415,1.8651851039985423,0
203.87570777381958,197.72323579706045,-628.5247335520116,4.146957231964038,0.7255834979568583,-24.615380232185583,8.71036742456699,-0.1281678549750428,69.09377381024659,1.0,56.20379932420407,1.3752094414599325,0
1705.3317552512926,78.36838031014727,236.42766397496962,219.33483834524526,-14.523502337090664,14.398564143076115,19.033332012072947,1.7760040579973118,52.965057835600646,1.0,5.586166068353952,8.972157579533267,0
4502.090285816652,208.27536431831697,-1813.3957313295475,87.30239365316523,13.557340732214364,35.739923395731935,23.225185455907038,2.899377729288119,64.20316461542878,1.0,9.697722845676825,8.985541885270793,0
3032.1452982979495,52.29926290415741,-2644.8495999688876,165.87544227701395,-29.69630496922688,-30.527275372425123,2.924027361995165,2.459475988463466,65.19612595026005,1.0,42.73075328085215,2.3724908749680007,1
1626.9984907963387,236.62285127950602,-726.2848533347487,212.3058526235445,9.456773538020599,6.147774300192445,-24.379513930314452,0.8385790152971677,26.520236768172545,1.0,58.380633285146736,3.930977246667604,0
4460.232775885566,207.78465649931573,-218.16043760423054,125.65927327629802,4.614233077581545,-0.6734075563022515,-18.28542073211733,2.6122605763075266,28.07723624408558,0.0,38.72833775443007,1.7711067940704894,1
4702.2929217645715,288.48214425064685,202.0253657715698,92.5396750638611,-29.072603008267954,38.54867063289528,-4.3089511009611385,3.833274095218348,96.36199770892529,1.0,17.666933524175143,3.8509772860192526,1
4255.683357584285,129.23050128906942,-2406.775386598676,139.20031561458754,26.16928644964686,17.642681700747573,4.203670205361895,-0.5141175311461573,61.500722669916975,1.0,8.405040914191442,5.183296523637368,0
4386.865359639777,235.1921544385511,-560.4449065165622,175.6210209967773,-8.43053092681469,-18.576734016195598,18.56166932871082,3.050566973395904,86.70723185801037,1.0,30.680543931656267,5.015162946871996,0
3991.475894833876,212.4909826944413,-543.1159295980383,198.94816735902526,23.400320509053977,-14.580435883361776,-7.465022841603361,-0.530090300795655,57.8280140996174,0.0,27.93588108794761,5.426446347075766,1
1432.706260641422,197.7083151422527,-2893.249125213327,9.337047187303604,19.356033639579493,-12.58284227298634,-22.376369240886913,1.6112163002740219,76.99935530986109,1.0,37.373428549140016,0.85347464993768,0
258.40860584303846,182.838657892037,-1107.7770743646272,159.35747537455163,13.56548002335969,42.82668715162812,0.9780208980717191,0.6147823647062298,79.51861947687037,1.0,26.338285242338166,0.7845638134226596,0
126.75371707728755,290.66210366948127,-74.06957820727939,173.9935515234245,-5.462823335143806,-29.403511193623878,-20.61377743973484,0.25121449082297653,54.92266647061205,1.0,39.61184260306388,2.7993389694594284,0
4774.32640331597,234.47422917394212,-1059.7608162100976,152.93018655858805,-4.823996254332606,-22.704210944895827,-8.641639280924306,2.7892305523218455,1.4393488629755868,1.0,2.760158521305165,0.40728802318970136,1
4277.302920055036,225.9144648450059,-1340.391598194362,24.45854016275037,-0.5030474929900599,-2.3875406297490898,-19.607887805399088,1.169258246189865,39.85047343973734,1.0,38.10561905205863,0.4530400977204452,0
1873.063073132356,206.4649789285591,-1239.0230949696931,214.12246029708058,9.5216178971367,-30.335901562671328,-25.765875155974207,2.212096391031578,2.6511310541621813,1.0,56.413814485497454,5.75474177875879,1
1940.8496310326095,210.82205461058828,-1396.1148832796919,136.40419732898374,26.48788852659151,-10.250762597930319,27.671433829434854,3.5267532097803187,19.579113478929642,1.0,6.046680082645599,0.18221825651549728,1
